name,integer_ops,flops,FAdd,FMul,memory_ops,loads,stores,branch_ops,uncond_branch_ops,cond_branch_ops,comparison,cpu_ops,total_ops,vector_ops
doitgen_N128,11354046859,536870912,268435456,268435456,6228706185,5681300098,547406087,822198915,547422593,274776321,274776321,2971664384,18941822871,0
doitgen_N256,181026423563,8589934592,4294967296,4294967296,99221112585,90547094786,8674017799,13019579651,8674083585,4345496065,4345496065,47395635200,301857050391,0
doitgen_N300,341226360911,16200000000,8100000000,8100000000,187002902109,170667631502,16335270607,24516631503,16335360901,8181270601,8181270601,89343000000,568945894523,0
doitgen_N400,1077632641211,51200000000,25600000000,25600000000,590465602809,538945122002,51520480807,77313122003,51520641201,25792480801,25792480801,282176000000,1796611366023,0
durbin_N256,2041306,131835,65280,66045,1320679,1187810,132869,198398,132094,66303,66303,461559,3692218,128
durbin_N300,2801362,180895,89700,90597,1811675,1629570,182105,272098,181198,90899,90899,633291,5066030,150
durbin_N400,4975162,321195,159600,160797,3215575,2892770,322805,482798,321598,161199,161199,1124391,8994730,200
durbin_N512,8145882,525819,261632,263165,5262823,4734946,527877,790014,526334,263679,263679,1840631,14724538,256
durbin_N600,11182762,721795,359400,361197,7223375,6499170,724205,1084198,722398,361799,361799,2526591,20212130,300
durbin_N700,15216562,982095,489300,491397,9827275,8842370,984905,1474898,982798,492099,492099,3437691,27500830,350
durbin_N800,19870362,1282395,639200,641597,12831175,11545570,1285605,1925598,1283198,642399,642399,4488791,35909530,400
durbin_N900,25144162,1622695,809100,811797,16235075,14608770,1626305,2436298,1623598,812699,812699,5679891,45438230,450
durbin_N1024,32544730,2100219,1047552,1050621,21011431,18907106,2104325,3152894,2101246,1051647,1051647,7351287,58809274,512
durbin_N1100,37551762,2423295,1208900,1212197,24242875,21815170,2427705,3637698,2424398,1213299,1213299,8482091,67855630,550
durbin_N1200,44685562,2883595,1438800,1442397,28846775,25958370,2888405,4328398,2884798,1443599,1443599,10093191,80744330,600
durbin_N1300,52439362,3383895,1688700,1692597,33850675,30461570,3389105,5079098,3385198,1693899,1693899,11844291,94753030,650
durbin_N1400,60813162,3924195,1958600,1962797,39254575,35324770,3929805,5889798,3925598,1964199,1964199,13735391,109881730,700
durbin_N1500,69806962,4504495,2248500,2252997,45058475,40547970,4510505,6760498,4505998,2254499,2254499,15766491,126130430,750
durbin_N1600,79420762,5124795,2558400,2563197,51262375,46131170,5131205,7691198,5126398,2564799,2564799,17937591,143499130,800
durbin_N1700,89654562,5785095,2888300,2893397,57866275,52074370,5791905,8681898,5786798,2895099,2895099,20248691,161987830,850
durbin_N1800,100508362,6485395,3238200,3243597,64870175,58377570,6492605,9732598,6487198,3245399,3245399,22699791,181596530,900
durbin_N1900,111982162,7225695,3608100,3613797,72274075,65040770,7233305,10843298,7227598,3615699,3615699,25290891,202325230,950
durbin_N2000,124075962,8005995,3998000,4003997,80077975,72063970,8014005,12013998,8007998,4005999,4005999,28021991,224173930,1000
durbin_N2100,136789762,8826295,4407900,4414197,88281875,79447170,8834705,13244698,8828398,4416299,4416299,30893091,247142630,1050
durbin_N2200,150123562,9686595,4837800,4844397,96885775,87190370,9695405,14535398,9688798,4846599,4846599,33904191,271231330,1100
durbin_N2300,164077362,10586895,5287700,5294597,105889675,95293570,10596105,15886098,10589198,5296899,5296899,37055291,296440030,1150
durbin_N2400,178651162,11527195,5757600,5764797,115293575,103756770,11536805,17296798,11529598,5767199,5767199,40346391,322768730,1200
durbin_N2500,193844962,12507495,6247500,6254997,125097475,112579970,12517505,18767498,12509998,6257499,6257499,43777491,350217430,1250
durbin_N2600,209658762,13527795,6757400,6765197,135301375,121763170,13538205,20298198,13530398,6767799,6767799,47348591,378786130,1300
durbin_N2700,226092562,14588095,7287300,7295397,145905275,131306370,14598905,21888898,14590798,7298099,7298099,51059691,408474830,1350
durbin_N2800,243146362,15688395,7837200,7845597,156909175,141209570,15699605,23539598,15691198,7848399,7848399,54910791,439283530,1400
durbin_N2900,260820162,16828695,8407100,8415797,168313075,151472770,16840305,25250298,16831598,8418699,8418699,58901891,471212230,1450
durbin_N3000,279113962,18008995,8997000,9005997,180116975,162095970,18021005,27020998,18011998,9008999,9008999,63032991,504260930,1500
durbin_N3100,298027762,19229295,9606900,9616197,192320875,173079170,19241705,28851698,19232398,9619299,9619299,67304091,538429630,1550
durbin_N3200,317561562,20489595,10236800,10246397,204924775,184422370,20502405,30742398,20492798,10249599,10249599,71715191,573718330,1600
durbin_N3300,337715362,21789895,10886700,10896597,217928675,196125570,21803105,32693098,21793198,10899899,10899899,76266291,610127030,1650
durbin_N3400,358489162,23130195,11556600,11566797,231332575,208188770,23143805,34703798,23133598,11570199,11570199,80957391,647655730,1700
durbin_N3500,379882962,24510495,12246500,12256997,245136475,220611970,24524505,36774498,24513998,12260499,12260499,85788491,686304430,1750
durbin_N3600,401896762,25930795,12956400,12967197,259340375,233395170,25945205,38905198,25934398,12970799,12970799,90759591,726073130,1800
durbin_N3700,424530562,27391095,13686300,13697397,273944275,246538370,27405905,41095898,27394798,13701099,13701099,95870691,766961830,1850
durbin_N3800,447784362,28891395,14436200,14447597,288948175,260041570,28906605,43346598,28895198,14451399,14451399,101121791,808970530,1900
durbin_N3900,471658162,30431695,15206100,15217797,304352075,273904770,30447305,45657298,30435598,15221699,15221699,106512891,852099230,1950
durbin_N4000,496151962,32011995,15996000,16007997,320155975,288127970,32028005,48027998,32015998,16011999,16011999,112043991,896347930,2000
dynprog_N1_128,14860691,0,0,0,7854612,7106057,748555,1115205,740674,374530,374530,3527810,23830508,0
dynprog_N1_256,118162195,0,0,0,62174228,56384521,5789707,8652933,5757570,2895362,2895362,28092674,188989356,0
dynprog_N1_300,189990919,0,0,0,99902820,90632009,9270811,13862555,9226552,4636002,4636002,45179502,303756294,0
dynprog_N1_400,449761219,0,0,0,236270420,214456009,21814411,32643405,21735402,10908002,10908002,106986002,718675044,0
dynprog_N1_512,942409235,0,0,0,494757908,449230857,45527051,68161797,45397250,22764546,22764546,224219650,1505328940,0
dynprog_N1_600,1515961819,0,0,0,795605620,722524009,73081611,109445105,72903102,36542002,36542002,360719002,2421012544,0
dynprog_N1_700,2406392119,0,0,0,1262573220,1146768009,115805211,173465955,115561952,57904002,57904002,572645502,3842431294,0
dynprog_N1_800,3591042419,0,0,0,1883740820,1711152009,172588811,258566805,172270802,86296002,86296002,854612002,5733350044,0
dynprog_N1_900,5111912719,0,0,0,2681108420,2435676009,245432411,367747655,245029652,122718002,122718002,1216618502,8160768794,0
dynprog_N1_1024,7527730195,0,0,0,3947548692,3586486281,361062411,541073925,360540674,180533250,180533250,1791665154,12016352812,0
dynprog_N2_64,3760538,0,0,0,2005531,1805838,199693,296007,195907,100099,100099,889988,6062076,0
dynprog_N2_128,29721370,0,0,0,15709211,14212110,1497101,2230407,1481347,749059,749059,7055620,47660988,0
dynprog_N2_256,236324378,0,0,0,124348443,112769038,11579405,17305863,11515139,5790723,5790723,56185348,377978684,0
dynprog_N2_300,379981826,0,0,0,199805627,181264014,18541613,27725107,18453103,9272003,9272003,90359004,607512560,0
dynprog_N2_400,899522426,0,0,0,472540827,428912014,43628813,65286807,43470803,21816003,21816003,213972004,1437350060,0
dynprog_N2_512,1884818458,0,0,0,989515803,898461710,91054093,136323591,90794499,45529091,45529091,448439300,3010657852,0
dynprog_N2_600,3031923626,0,0,0,1591211227,1445048014,146163213,218890207,145806203,73084003,73084003,721438004,4842025060,0
dynprog_N2_700,4812784226,0,0,0,2525146427,2293536014,231610413,346931907,231123903,115808003,115808003,1145291004,7684862560,0
dynprog_N2_800,7182084826,0,0,0,3767481627,3422304014,345177613,517133607,344541603,172592003,172592003,1709224004,11466700060,0
dynprog_N2_900,10223825426,0,0,0,5362216827,4871352014,490864813,735495307,490059303,245436003,245436003,2433237004,16321537560,0
dynprog_N2_1024,15055460378,0,0,0,7895097371,7172972558,722124813,1082147847,721081347,361066499,361066499,3583330308,24032705596,0
dynprog_N4_64,7521064,0,0,0,4011049,3611672,399377,592011,391813,200197,200197,1779976,12124124,0
dynprog_N4_128,59442728,0,0,0,31418409,28424216,2994193,4460811,2962693,1498117,1498117,14111240,95321948,0
dynprog_N4_256,472648744,0,0,0,248696873,225538072,23158801,34611723,23030277,11581445,11581445,112370696,755957340,0
dynprog_N4_300,759963640,0,0,0,399611241,362528024,37083217,55450211,36906205,18544005,18544005,180718008,1215025092,0
dynprog_N4_400,1799044840,0,0,0,945081641,857824024,87257617,130573611,86941605,43632005,43632005,427944008,2874700092,0
dynprog_N4_512,3769636904,0,0,0,1979031593,1796923416,182108177,272647179,181588997,91058181,91058181,896878600,6021315676,0
dynprog_N4_600,6063847240,0,0,0,3182422441,2890096024,292326417,437780411,291612405,146168005,146168005,1442876008,9684050092,0
dynprog_N4_700,9625568440,0,0,0,5050292841,4587072024,463220817,693863811,462247805,231616005,231616005,2290582008,15369725092,0
dynprog_N4_800,14364169640,0,0,0,7534963241,6844608024,690355217,1034267211,689083205,345184005,345184005,3418448008,22933400092,0
dynprog_N4_900,20447650840,0,0,0,10724433641,9742704024,981729617,1470990611,980118605,490872005,490872005,4866474008,32643075092,0
dynprog_N4_1024,30110920744,0,0,0,15790194729,14345945112,1444249617,2164295691,1442162693,722132997,722132997,7166660616,48065411164,0
dynprog_N8_64,15042116,0,0,0,8022085,7223340,798745,1184019,783625,400393,400393,3559952,24248220,0
dynprog_N8_128,118885444,0,0,0,62836805,56848428,5988377,8921619,5925385,2996233,2996233,28222480,190643868,0
dynprog_N8_256,945297476,0,0,0,497393733,451076140,46317593,69223443,46060553,23162889,23162889,224741392,1511914652,0
dynprog_N8_300,1519927268,0,0,0,799222469,725056044,74166425,110900419,73812409,37088009,37088009,361436016,2430050156,0
dynprog_N8_400,3598089668,0,0,0,1890163269,1715648044,174515225,261147219,173883209,87264009,87264009,855888016,5749400156,0
dynprog_N8_512,7539273796,0,0,0,3958063173,3593846828,364216345,545294355,363177993,182116361,182116361,1793757200,12042631324,0
dynprog_N8_600,12127694468,0,0,0,6364844869,5780192044,584652825,875560819,583224809,292336009,292336009,2885752016,19368100156,0
dynprog_N8_700,19251136868,0,0,0,10100585669,9174144044,926441625,1387727619,924495609,463232009,463232009,4581164016,30739450156,0
dynprog_N8_800,28728339268,0,0,0,15069926469,13689216044,1380710425,2068534419,1378166409,690368009,690368009,6836896016,45866800156,0
dynprog_N8_900,40895301668,0,0,0,21448867269,19485408044,1963459225,2941981219,1960237209,981744009,981744009,9732948016,65286150156,0
dynprog_N8_1024,60221841476,0,0,0,31580389445,28691890220,2888499225,4328591379,2884325385,1444265993,1444265993,14333321232,96130822300,0
dynprog_N16_32,3851900,0,0,0,2091133,1865812,225321,332067,218385,113681,113681,905760,6275100,0
dynprog_N16_64,30084220,0,0,0,16044157,14446676,1597481,2368035,1567249,800785,800785,7119904,48496412,0
dynprog_N16_128,237770876,0,0,0,125673597,113696852,11976745,17843235,11850769,5992465,5992465,56444960,381287708,0
dynprog_N16_256,1890594940,0,0,0,994787453,902152276,92635177,138446883,92121105,46325777,46325777,449482784,3023829276,0
dynprog_N16_300,3039854524,0,0,0,1598444925,1450112084,148332841,221800835,147624817,74176017,74176017,722872032,4860100284,0
dynprog_N16_400,7196179324,0,0,0,3780326525,3431296084,349030441,522294435,347766417,174528017,174528017,1711776032,11498800284,0
dynprog_N16_512,15078547580,0,0,0,7916126333,7187693652,728432681,1090588707,726355985,364232721,364232721,3587514400,24085262620,0
dynprog_N16_600,24255388924,0,0,0,12729689725,11560384084,1169305641,1751121635,1166449617,584672017,584672017,5771504032,38736200284,0
dynprog_N16_700,38502273724,0,0,0,20201171325,18348288084,1852883241,2775455235,1848991217,926464017,926464017,9162328032,61478900284,0
dynprog_N16_800,57456678524,0,0,0,30139852925,27378432084,2761420841,4137068835,2756332817,1380736017,1380736017,13673792032,91733600284,0
dynprog_N16_900,81790603324,0,0,0,42897734525,38970816084,3926918441,5883962435,3920474417,1963488017,1963488017,19465896032,130572300284,0
dynprog_N16_1024,120443682940,0,0,0,63160778877,57383780436,5776998441,8657182755,5768650769,2888531985,2888531985,28666642464,192261644572,0
dynprog_N32_32,7703788,0,0,0,4182253,3731620,450633,664131,436769,227361,227361,1811520,12550172,0
dynprog_N32_64,60168428,0,0,0,32088301,28893348,3194953,4736067,3134497,1601569,1601569,14239808,96992796,0
dynprog_N32_128,475541740,0,0,0,251347181,227393700,23953481,35686467,23701537,11984929,11984929,112889920,762575388,0
dynprog_N32_256,3781189868,0,0,0,1989574893,1804304548,185270345,276893763,184242209,92651553,92651553,898965568,6047658524,0
dynprog_N32_300,6079709036,0,0,0,3196889837,2900224164,296665673,443601667,295249633,148352033,148352033,1445744064,9720200540,0
dynprog_N32_400,14392358636,0,0,0,7560653037,6862592164,698060873,1044588867,695532833,349056033,349056033,3423552064,22997600540,0
dynprog_N32_512,30157095148,0,0,0,15832252653,14375387300,1456865353,2181177411,1452711969,728465441,728465441,7175028800,48170525212,0
dynprog_N32_600,48510777836,0,0,0,25459379437,23120768164,2338611273,3502243267,2332899233,1169344033,1169344033,11543008064,77472400540,0
dynprog_N32_700,77004547436,0,0,0,40402342637,36696576164,3705766473,5550910467,3697982433,1852928033,1852928033,18324656064,122957800540,0
dynprog_N32_800,114913357036,0,0,0,60279705837,54756864164,5522841673,8274137667,5512665633,2761472033,2761472033,27347584064,183467200540,0
dynprog_N32_900,163581206636,0,0,0,85795469037,77941632164,7853836873,11767924867,7840948833,3926976033,3926976033,38931792064,261144600540,0
dynprog_N32_1024,240887365868,0,0,0,126321557741,114767560868,11553996873,17314365507,11537301537,5777063969,5777063969,57333284928,384523289116,0
dynprog_N64_32,15407564,0,0,0,8364493,7463236,901257,1328259,873537,454721,454721,3623040,25100316,0
dynprog_N64_64,120336844,0,0,0,64176589,57786692,6389897,9472131,6268993,3203137,3203137,28479616,193985564,0
dynprog_N64_128,951083468,0,0,0,502694349,454787396,47906953,71372931,47403073,23969857,23969857,225779840,1525150748,0
dynprog_N64_256,7562379724,0,0,0,3979149773,3608609092,370540681,553787523,368484417,185303105,185303105,1797931136,12095317020,0
dynprog_N64_300,12159418060,0,0,0,6393779661,5800448324,593331337,887203331,590499265,296704065,296704065,2891488128,19440401052,0
dynprog_N64_400,28784717260,0,0,0,15121306061,13725184324,1396121737,2089177731,1391065665,698112065,698112065,6847104128,45995201052,0
dynprog_N64_512,60314190284,0,0,0,31664505293,28750774596,2913730697,4362354819,2905423937,1456930881,1456930881,14350057600,96341050396,0
dynprog_N64_600,97021555660,0,0,0,50918758861,46241536324,4677222537,7004486531,4665798465,2338688065,2338688065,23086016128,154944801052,0
dynprog_N64_700,154009094860,0,0,0,80804685261,73393152324,7411532937,11101820931,7395964865,3705856065,3705856065,36649312128,245915601052,0
dynprog_N64_800,229826714060,0,0,0,120559411661,109513728324,11045683337,16548275331,11025331265,5522944065,5522944065,54695168128,366934401052,0
dynprog_N64_900,327162413260,0,0,0,171590938061,155883264324,15707673737,23535849731,15681897665,7853952065,7853952065,77863584128,522289201052,0
dynprog_N64_1024,481774731724,0,0,0,252643115469,229535121732,23107993737,34628731011,23074603073,11554127937,11554127937,114666569856,769046578204,0
dynprog_N128_16,4037516,0,0,0,2270093,1991300,278793,410883,267393,143489,143489,936192,6718492,0
dynprog_N128_32,30815116,0,0,0,16728973,14926468,1802505,2656515,1747073,909441,909441,7246080,50200604,0
dynprog_N128_64,240673676,0,0,0,128353165,115573380,12779785,18944259,12537985,6406273,6406273,56959232,387971100,0
dynprog_N128_128,1902166924,0,0,0,1005388685,909574788,95813897,142745859,94806145,47939713,47939713,451559680,3050301468,0
dynprog_N128_256,15124759436,0,0,0,7958299533,7217218180,741081353,1107575043,736968833,370606209,370606209,3595862272,24190634012,0
dynprog_N128_300,24318836108,0,0,0,12787559309,11600896644,1186662665,1774406659,1180998529,593408129,593408129,5782976256,38880802076,0
dynprog_N128_400,57569434508,0,0,0,30242612109,27450368644,2792243465,4178355459,2782131329,1396224129,1396224129,13694208256,91990402076,0
dynprog_N128_512,120628380556,0,0,0,63329010573,57501549188,5827461385,8724709635,5810847873,2913861761,2913861761,28700115200,192682100764,0
dynprog_N128_600,194043111308,0,0,0,101837517709,92483072644,9354445065,14008973059,9331596929,4677376129,4677376129,46172032256,309889602076,0
dynprog_N128_700,308018189708,0,0,0,161609370509,146786304644,14823065865,22203641859,14791929729,7411712129,7411712129,73298624256,491831202076,0
dynprog_N128_800,459653428108,0,0,0,241118823309,219027456644,22091366665,33096550659,22050662529,11045888129,11045888129,109390336256,733868802076,0
dynprog_N128_900,654324826508,0,0,0,343181876109,311766528644,31415347465,47071699459,31363795329,15707904129,15707904129,155727168256,1044578402076,0
dynprog_N128_1024,963549463436,0,0,0,505286230925,459070243460,46215987465,69257462019,46149206145,23108255873,23108255873,229333139712,1538093156380,0
dynprog_N256_16,8075020,0,0,0,4540173,3982596,557577,821763,534785,286977,286977,1872384,13436956,0
dynprog_N256_32,61630220,0,0,0,33457933,29852932,3605001,5313027,3494145,1818881,1818881,14492160,100401180,0
dynprog_N256_64,481347340,0,0,0,256706317,231146756,25559561,37888515,25075969,12812545,12812545,113918464,775942172,0
dynprog_N256_128,3804333836,0,0,0,2010777357,1819149572,191627785,285491715,189612289,95879425,95879425,903119360,6100602908,0
dynprog_N256_256,30249518860,0,0,0,15916599053,14434436356,1482162697,2215150083,1473937665,741212417,741212417,7191724544,48381267996,0
dynprog_N256_300,48637672204,0,0,0,25575118605,23201793284,2373325321,3548813315,2361997057,1186816257,1186816257,11565952512,77761604124,0
dynprog_N256_400,115138869004,0,0,0,60485224205,54900737284,5584486921,8356710915,5564262657,2792448257,2792448257,27388416512,183980804124,0
dynprog_N256_512,241256761100,0,0,0,126658021133,115003098372,11654922761,17449419267,11621695745,5827723521,5827723521,57400230400,385364201500,0
dynprog_N256_600,388086222604,0,0,0,203675035405,184966145284,18708890121,28017946115,18663193857,9354752257,9354752257,92344064512,619779204124,0
dynprog_N256_700,616036379404,0,0,0,323218741005,293572609284,29646131721,44407283715,29583859457,14823424257,14823424257,146597248512,983662404124,0
dynprog_N256_800,919306856204,0,0,0,482237646605,438054913284,44182733321,66193101315,44101325057,22091776257,22091776257,218780672512,1467737604124,0
dynprog_N256_1024,1927098926860,0,0,0,1010572461837,918140486916,92431974921,138514924035,92298412289,46216511745,46216511745,458666279424,3076186312732,0
dynprog_N300_16,9462912,0,0,0,5320513,4667104,653409,963003,626701,336301,336301,2194200,15746428,0
dynprog_N300_32,72222912,0,0,0,39208513,34983904,4224609,6226203,4094701,2131501,2131501,16983000,117657628,0
dynprog_N300_64,564078912,0,0,0,300827713,270875104,29952609,44400603,29385901,15014701,15014701,133498200,909307228,0
dynprog_N300_128,4458203712,0,0,0,2356379713,2131815904,224563809,334560603,222201901,112358701,112358701,1058343000,7149144028,0
dynprog_N300_256,35448654912,0,0,0,18652264513,16915355104,1736909409,2595879003,1727270701,868608301,868608301,8427802200,56696798428,0
dynprog_N300_300,56997272112,0,0,0,29970842113,27189601504,2781240609,4158765603,2767965301,1390800301,1390800301,13553850600,91126879828,0
dynprog_N300_400,134928362112,0,0,0,70881122113,64336801504,6544320609,9793020603,6520620301,3272400301,3272400301,32095800600,215602504828,0
dynprog_N300_512,282722766912,0,0,0,148427368513,134769255904,13658112609,20448538203,13619174701,6829363501,6829363501,67265895000,451598673628,0
dynprog_N300_600,454788542112,0,0,0,238681682113,216757201504,21924480609,32833530603,21870930301,10962600301,10962600301,108215700600,726303754828,0
dynprog_N300_700,721917632112,0,0,0,378771962113,344030401504,34741560609,52039785603,34668585301,17371200301,17371200301,171793650600,1152729379828,0
dynprog_N300_800,1077312722112,0,0,0,565122242113,513345601504,51776640609,77570040603,51681240301,25888800301,25888800301,256383600600,1720005004828,0
dynprog_N300_900,1533573812112,0,0,0,804332522113,730702801504,73629720609,110324295603,73508895301,36815400301,36815400301,364985550600,2448230629828,0
dynprog_N300_1024,2258319054912,0,0,0,1184264603713,1075945883104,108318720609,162322176603,108162201901,54159974701,54159974701,537499546200,3604905835228,0
dynprog_N400_16,12617212,0,0,0,7094013,6222804,871209,1284003,835601,448401,448401,2925600,20995228,0
dynprog_N400_32,96297212,0,0,0,52278013,46645204,5632809,8301603,5459601,2842001,2842001,22644000,156876828,0
dynprog_N400_64,752105212,0,0,0,401103613,361166804,39936809,59200803,39181201,20019601,20019601,177997600,1212409628,0
dynprog_N400_128,5944271612,0,0,0,3141839613,2842421204,299418409,446080803,296269201,149811601,149811601,1411124000,9532192028,0
dynprog_N400_256,47264873212,0,0,0,24869686013,22553806804,2315879209,3461172003,2303027601,1158144401,1158144401,11237069600,75595731228,0
dynprog_N400_300,75996362812,0,0,0,39961122813,36252802004,3708320809,5545020803,3690620401,1854400401,1854400401,18071800800,121502506428,0
dynprog_N400_400,179904482812,0,0,0,94508162813,85782402004,8725760809,13057360803,8694160401,4363200401,4363200401,42794400800,287470006428,0
dynprog_N400_512,376963689212,0,0,0,197903158013,179692341204,18210816809,27264717603,18158899601,9105818001,9105818001,89687860000,602131564828,0
dynprog_N400_600,606384722812,0,0,0,318242242813,289009602004,29232640809,43778040803,29161240401,14616800401,14616800401,144287600800,968405006428,0
dynprog_N400_700,962556842812,0,0,0,505029282813,458707202004,46322080809,69386380803,46224780401,23161600401,23161600401,229058200800,1536972506428,0
dynprog_N400_800,1436416962812,0,0,0,753496322813,684460802004,69035520809,103426720803,68908320401,34518400401,34518400401,341844800800,2293340006428,0
dynprog_N400_900,2044765082812,0,0,0,1072443362813,974270402004,98172960809,147099060803,98011860401,49087200401,49087200401,486647400800,3264307506428,0
dynprog_N256_900,1308649653004,0,0,0,686363752205,623533057284,62830694921,94143398915,62727590657,31415808257,31415808257,311454336512,2089156804124,0
dynprog_N400_1024,3011092073212,0,0,0,1579019471613,1434594510804,144424960809,216429568803,144216269201,72213299601,72213299601,716666061600,4806541113628,0
dynprog_N512_16,16150028,0,0,0,9080333,7965188,1115145,1643523,1069569,573953,573953,3744768,26873884,0
dynprog_N512_32,123260428,0,0,0,66915853,59705860,7209993,10626051,6988289,3637761,3637761,28984320,200802332,0
dynprog_N512_64,962694668,0,0,0,513412621,462293508,51119113,75777027,50151937,25625089,25625089,227836928,1551884316,0
dynprog_N512_128,7608667660,0,0,0,4021554701,3638299140,383255561,570983427,379224577,191758849,191758849,1806238720,12201205788,0
dynprog_N512_256,60499037708,0,0,0,31833198093,28868872708,2964325385,4430300163,2947875329,1482424833,1482424833,14383449088,96762535964,0
dynprog_N512_300,97275344396,0,0,0,51150237197,46403586564,4746650633,7097626627,4723994113,2373632513,2373632513,23131905024,155523208220,0
dynprog_N512_400,230277737996,0,0,0,120970448397,109801474564,11168973833,16713421827,11128525313,5584896513,5584896513,54776833024,367961608220,0
dynprog_N512_512,482513522188,0,0,0,253316042253,230006196740,23309845513,34898838531,23243391489,11655447041,11655447041,114800460800,770728402972,0
dynprog_N512_600,776172445196,0,0,0,407350070797,369932290564,37417780233,56035892227,37326387713,18709504513,18709504513,184688129024,1239558408220,0
dynprog_N512_700,1232072758796,0,0,0,646437481997,587145218564,59292263433,88814567427,59167718913,29646848513,29646848513,293194497024,1967324808220,0
dynprog_N512_800,1838613712396,0,0,0,964475293197,876109826564,88365466633,132386202627,88202650113,44183552513,44183552513,437561345024,2935475208220,0
dynprog_N512_900,2617299305996,0,0,0,1372727504397,1247066114564,125661389833,188286797827,125455181313,62831616513,62831616513,622908673024,4178313608220,0
fdtd-2d_N1_256,7108921,716805,65025,195585,4439848,4046621,393227,591367,393987,197379,197379,1825548,12856941,177669
fdtd-2d_N1_300,9769557,985205,89401,268801,6100540,5560529,540011,811807,540903,270903,270903,2508912,17667109,244505
fdtd-2d_N1_400,17386057,1753605,159201,478401,10854040,9894029,960011,1442407,961203,481203,481203,4465212,31436109,436005
fdtd-2d_N1_512,28504633,2875397,261121,784385,17792552,16219677,1572875,2362375,1574403,787971,787971,7321100,51534957,715781
fdtd-2d_N1_600,39159057,3950405,358801,1077601,24441040,22281029,2160011,3243607,2161803,1081803,1081803,10057812,70794109,984005
fdtd-2d_N1_700,53315557,5378805,488601,1467201,33274540,30334529,2940011,4414207,2942103,1472103,1472103,13694112,96383109,1340505
fdtd-2d_N1_800,69652057,7027205,638401,1916801,43468040,39628029,3840011,5764807,3842403,1922403,1922403,17890412,125912109,1752005
fdtd-2d_N1_900,88168557,8895605,808201,2426401,55021540,50161529,4860011,7295407,4862703,2432703,2432703,22646712,159381109,2218505
fdtd-2d_N1_1024,114156601,11517957,1046529,3141633,71236648,64945181,6291467,9443335,6294531,3148803,3148803,29322252,206354541,2873349
fdtd-2d_N2_128,3537255,356362,32258,97282,2211654,2015032,196622,296459,197381,99077,99077,908056,6401730,87562
fdtd-2d_N2_256,14217831,1433610,130050,391170,8879686,8093240,786446,1182731,787973,394757,394757,3651096,25713858,355338
fdtd-2d_N2_300,19539103,1970410,178802,537602,12201070,11121056,1080014,1623611,1081805,541805,541805,5017824,35334194,489010
fdtd-2d_N2_400,34772103,3507210,318402,956802,21708070,19788056,1920014,2884811,1922405,962405,962405,8930424,62872194,872010
fdtd-2d_N2_512,57009255,5750794,522242,1568770,35585094,32439352,3145742,4724747,3148805,1575941,1575941,14642200,103069890,1431562
fdtd-2d_N2_600,78318103,7900810,717602,2155202,48882070,44562056,4320014,6487211,4323605,2163605,2163605,20115624,141588194,1968010
fdtd-2d_N2_700,106631103,10757610,977202,2934402,66549070,60669056,5880014,8828411,5884205,2944205,2944205,27388224,192766194,2681010
fdtd-2d_N2_800,139304103,14054410,1276802,3833602,86936070,79256056,7680014,11529611,7684805,3844805,3844805,35780824,251824194,3504010
fdtd-2d_N2_900,176337103,17791210,1616402,4852802,110043070,100323056,9720014,14590811,9725405,4865405,4865405,45293424,318762194,4437010
fdtd-2d_N2_1024,228313191,23035914,2093058,6283266,142473286,129890360,12582926,18886667,12589061,6297605,6297605,58644504,412709058,5746698
fdtd-2d_N4_128,7074499,712724,64516,194564,4423298,4030062,393236,592915,394761,198153,198153,1816112,12803436,175124
fdtd-2d_N4_256,28435651,2867220,260100,782340,17759362,16186478,1572884,2365459,1575945,789513,789513,7302192,51427692,710676
fdtd-2d_N4_300,39078195,3940820,357604,1075204,24402130,22242110,2160020,3247219,2163609,1083609,1083609,10035648,70668364,978020
fdtd-2d_N4_400,69544195,7014420,636804,1913604,43416130,39576110,3840020,5769619,3844809,1924809,1924809,17860848,125744364,1744020
fdtd-2d_N4_512,114018499,11501588,1044484,3137540,71170178,64878702,6291476,9449491,6297609,3151881,3151881,29284400,206139756,2863124
fdtd-2d_N4_600,156636195,15801620,1435204,4310404,97764130,89124110,8640020,12974419,8647209,4327209,4327209,40231248,283176364,3936020
fdtd-2d_N4_700,213262195,21515220,1954404,5868804,133098130,121338110,11760020,17656819,11768409,5888409,5888409,54776448,385532364,5362020
fdtd-2d_N4_800,278608195,28108820,2553604,7667204,173872130,158512110,15360020,23059219,15369609,7689609,7689609,71561648,503648364,7008020
fdtd-2d_N4_900,352674195,35582420,3232804,9705604,220086130,200646110,19440020,29181619,19450809,9730809,9730809,90586848,637524364,8874020
fdtd-2d_N4_1024,456626371,46071828,4186116,12566532,284946562,259780718,25165844,37773331,25178121,12595209,12595209,117289008,825418092,11493396
fdtd-2d_N8_64,3502971,352296,31752,96264,2195194,1998554,196640,298019,198161,99857,99857,898656,6348480,85032
fdtd-2d_N8_128,14148987,1425448,129032,389128,8846586,8060122,786464,1185827,789521,396305,396305,3632224,25606848,350248
fdtd-2d_N8_256,56871291,5734440,520200,1564680,35518714,32372954,3145760,4730915,3151889,1579025,1579025,14604384,102855360,1421352
